Variable / Field Name,Form Name,Form Display Name,Section Header (defunct),Allow,multipleChoice,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,version
dcagr015,agoraphobia,Agoraphobia,,autoAdvance,,radio,"13) Being in a movie theater or in a church, temple, or mosque?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcagr010,,,
dcagr016,agoraphobia,Agoraphobia,,autoAdvance,,radio,"14) Being in a wide, open field or street?","0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcagr010,,,
dcagr017,agoraphobia,Agoraphobia,,autoAdvance,,radio,15) Being in a park or playground?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcagr010,,,
dcagr018,agoraphobia,Agoraphobia,,autoAdvance,,radio,16) Anything else?,"0, No | 1, Yes | 9, Unknown",,,,,,,,,,dcagr010,,,
dcagr019,agoraphobia,Agoraphobia,,,,text,Specify (Other):,,,,,,,[dcagr018] = '1',,RH,,,,,
cagr1,agoraphobia,Agoraphobia,,autoAdvance,,radio,_INTERVIEWER: The participant did not endorse any fears. End **Agoraphobia** section._,"1, End Section",,,,,,[dcagr001] = '0' and [dcagr002] = '0' and [dcagr003] = '0' and [dcagr004] = '0' and [dcagr005] = '0' and [dcagr007] = '0' and [dcagr008] = '0' and [dcagr010] = '0' and [dcagr011] = '0' and [dcagr012] = '0' and [dcagr013] = '0' and [dcagr014] = '0' and [dcagr015] = '0' and [dcagr016] = '0' and [dcagr017] = '0' and [dcagr018] = '0',,,,,,,
cagr2,agoraphobia,Agoraphobia,,,,markdown-message,"_INTERVIEWER:  Be sure to distinguish between Agoraphobia, Specific Phobias and Separation Anxiety here (e.g. if the child is fearful because he/she is away from his/her parent this suggests Separation Anxiety, not Agoraphobia). Key criterion for Agoraphobia are listed below under Nature of Fear._",,,,,,,[cagr1] != 1,,,,,,,
dcagr020,agoraphobia,Agoraphobia,Nature of Fear,autoAdvance,,radio,"### Nature of Fear\r\n\r\nWhen you were in (this/these) situation(s) (list specifics from above), were  you ever afraid that: \r\n\r\n You might get trapped?","0, Never | 1, Sometimes | 2, Almost Always | 7, Not Applicable | 9, Unknown",,,,,,[cagr1] != 1,,,,dcagr020,,,
dcagr021,agoraphobia,Agoraphobia,,autoAdvance,,radio,You couldn't escape?,"0, Never | 1, Sometimes | 2, Almost Always | 7, Not Applicable | 9, Unknown",,,,,,[cagr1] != 1,,,,dcagr020,,,
dcagr022,agoraphobia,Agoraphobia,,autoAdvance,,radio,You wouldn't be able to get help if you needed it?,"0, Never | 1, Sometimes | 2, Almost Always | 7, Not Applicable | 9, Unknown",,,,,,[cagr1] != 1,,,,dcagr020,,,
dcagr023,agoraphobia,Agoraphobia,,autoAdvance,,radio,It would be embarrassing to escape?,"0, Never | 1, Sometimes | 2, Almost Always | 7, Not Applicable | 9, Unknown",,,,,,[cagr1] != 1,,,,dcagr020,,,
dcagr024,agoraphobia,Agoraphobia,,autoAdvance,,radio,Other?,"0, Never | 1, Sometimes | 2, Almost Always | 7, Not Applicable | 9, Unknown",,,,,,[cagr1] != 1,,,,dcagr020,,,
dcagr025,agoraphobia,Agoraphobia,,,,text,Specify (Other):,,,,,,,[dcagr024] = '1' or [dcagr024] = '2',,,,,,,
cagr2_a,agoraphobia,Agoraphobia,,autoAdvance,,radio,"_INTERVIEWER: If no to all above, consider assessing under specific phobia and/or separation anxiety._","1, End Section | 2, Continue",,,,,,[dcagr020] = '0' and [dcagr021] = '0' and [dcagr022] = '0' and [dcagr023] = '0' and [dcagr024] = '0',,,,,,,
dcagr026,agoraphobia,Agoraphobia,,,,notes,Why were you nervous or afraid in these situations?,,,,,,,[cagr2_a]  != 1,,LH,,,,,
dcagr027,agoraphobia,Agoraphobia,,,,text,"_INTERVIEWER: List the worst situation below, refer to Participant Card 4: Other Fears._ \r\n\r\n Most distressing and avoided situation:",,,,,,,[cagr2_a]  != 1,,,,,,,
dcagr028,agoraphobia,Agoraphobia,,,,text,Code (Most distressing and avoided situation):,,CODE RESPONSE,number,1,15,,[cagr2_a]  != 1,,,,,,,
dcagr029,agoraphobia,Agoraphobia,Worst Fear Category,autoAdvance,,radio,"### Worst Fear Category\r\n\r\n
I will now ask you about (your fear listed). When you were most afraid of (list fear): \r\n\r\n How often did you feel nervous or afraid (insert situation)? \r\n\r\n  _INTERVIEWER: Please read responses never, sometimes, almost always._","0, Never | 1, Sometimes | 2, Almost Always | 9, Unknown",,,,,,[cagr2_a]  != 1,,LH,,,,,
dcagr030,agoraphobia,Agoraphobia,,autoAdvance,,radio,Did this scare you too much? Do you think you were more scared than you should have been?,"0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr030,,,
dcagr031,agoraphobia,Agoraphobia,,autoAdvance,,radio,Were you much more scared by this than other people your age?,"0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr030,,,
dcagr032,agoraphobia,Agoraphobia,,autoAdvance,,radio,"When you have to do (fear), did you feel very nervous, scared, or upset?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr030,,,
dcagr033,agoraphobia,Agoraphobia,,autoAdvance,,radio,"When you had to do (fear), did you become very nervous, scared or upset right away?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr030,,,
dcagr034,agoraphobia,Agoraphobia,,autoAdvance,,radio,"When you had to do (fear), did your heart ever beat very fast, or did you feel sweaty or have trouble breathing?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr030,,,
dcagr035,agoraphobia,Agoraphobia,,autoAdvance,,radio,"When you had to do (fear), did you feel like crying, losing your temper, or like you couldn't move around?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr030,,,
dcagr036,agoraphobia,Agoraphobia,,autoAdvance,,radio,Did being afraid of (fear) keep you from doing things you should or wanted to do?,"0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr030,,,
dcagr037a,agoraphobia,Agoraphobia,,dontKnow,,text,Example 1 (Things):,,,,,,,[dcagr036] = '1',,RH,,,,,
dcagr037b,agoraphobia,Agoraphobia,,dontKnow,,text,Example 2 (Things):,,,,,,,[dcagr036] = '1',,RH,,,,,
dcagr037c,agoraphobia,Agoraphobia,,dontKnow,,text,Example 3 (Things):,,,,,,,[dcagr036] = '1',,RH,,,,,
dcagr038,agoraphobia,Agoraphobia,,autoAdvance,,radio,"Did you change your behavior in any way (e.g. any change in daily activities, such as avoiding going to theaters or shopping malls)?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr038,,,
dcagr039,agoraphobia,Agoraphobia,,autoAdvance,,radio,Was this fear so upsetting that you tried to get out of doing (fear)?,"0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr038,,,
dcagr040,agoraphobia,Agoraphobia,,autoAdvance,,radio,Did you have to force yourself to do (fear)?,"0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr038,,,
dcagr041,agoraphobia,Agoraphobia,,autoAdvance,,radio,Did you start to get nervous as soon as you knew you had to face (fear)?,"0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr038,,,
dcagr042,agoraphobia,Agoraphobia,,autoAdvance,,radio,"When you were with a parent or friend, did (fear) upset you as much?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr038,,,
dcagr043,agoraphobia,Agoraphobia,,autoAdvance,,radio,"When you were with a parent or friend, were you able to face (fear)?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr038,,,
cagr9,agoraphobia,Agoraphobia,Distress/Impairment,,,markdown-message,"### Distress/Impairment\r\n\r\nPlease look at Participant Card 8: Distress/Impairment. \r\n\r\n _INTERVIEWER: Remind child how to use scale, if necessary._",,,,,,,[cagr2_a]  != 1,,,,,,,
dcagr044,agoraphobia,Agoraphobia,Distress,autoAdvance,,radio,### Distress\r\n\r\nHow much did having this fear upset or bother you?,"0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown",CODE RESPONSE,autocomplete,0,10,,[cagr2_a]  != 1,,,,,,,
dcagr045,agoraphobia,Agoraphobia,Impairment,autoAdvance,,radio,"### Impairment\r\n\r\nHow much did the fear you told me about cause problems for you at home, at school, or with your family or friends?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 998, Unknown",CODE RESPONSE,autocomplete,0,10,,[cagr2_a]  != 1,,,,,,,
dcagr046,agoraphobia,Agoraphobia,,autoAdvance,,radio,Did you stay home from school because of your fear?,"0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,RH,,,,,
cagr12,agoraphobia,Agoraphobia,,,,text,"How many days of school did you miss? (lifetime) \r\n\r\n _(N days, N weeks, N months)_",,,,,,,[dcagr046] = '1',,,,,,,
dcagr050,agoraphobia,Agoraphobia,,autoAdvance,,radio,"Did you ever avoid going to fun activities/events like amusement parks, movies, or parties because of your fear?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,RH,,,,,
dcagr051,agoraphobia,Agoraphobia,,,,text,How many times?,,TIMES,number,,,,[dcagr050] = '1',,,,,,,
dcagr052,agoraphobia,Agoraphobia,Associated Conditions: Anxiety,autoAdvance,,radio,"### Associated Conditions: Anxiety\r\n\r\nWere you afraid of (fear) only when you were anxious or worried about something else, or when you were  having panic attacks? \r\n\r\n  _INTERVIEWER: Define panic attacks, as necessary._","0, No | 1, Yes | 7, N/A | 9, Unknown",,,,,,[cagr2_a]  != 1,,RH,,dcagr052,,,
dcagr053,agoraphobia,Agoraphobia,,autoAdvance,,radio,Were you afraid of (fear) only when you were separated from your parents?,"0, No | 1, Yes | 7, N/A | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr052,,,
cagr16,agoraphobia,Agoraphobia,Episodes: Onset,,,text,"### Episodes: Onset\r\n\r\nHow old were you the **first time** you had these fears? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,,,,,,[cagr2_a]  != 1,,,,,,,
dcagr056,agoraphobia,Agoraphobia,Episodes: Current,autoAdvance,,radio,### Episodes: Current\r\n\r\nAre you still afraid of (fear)?,"0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,RH,,,,,
dcagr057,agoraphobia,Agoraphobia,Episodes: Offset,,,text,"### Episodes: Offset\r\n\r\nHow old were you the **last time** you had this fear? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcagr056] = '0',,,,,,,
dcagr058,agoraphobia,Agoraphobia,Episodes: Course,autoAdvance,,radio,"### Episodes: Course\r\n\r\nSince you were (age of onset), was there ever a time when you were not afraid of (fear)?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,RH,,,,,
cagr19,agoraphobia,Agoraphobia,,,,text,"What was the longest period of time that (fear) did not bother you? \r\n\r\n _(N weeks, N months, N years)_",,,,,,,[dcagr058] = '1',,,,,,,
dcagr062,agoraphobia,Agoraphobia,Help-Seeking Treatment (Lifetime),autoAdvance,,radio,"### Help-Seeking Treatment (Lifetime)\r\n\r\nDid anyone, like a teacher or family member, suggest that you get help for these symptoms?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr062,,,
dcagr063,agoraphobia,Agoraphobia,,autoAdvance,,radio,"Did you ever go to see a doctor, nurse, psychologist, social worker, school counselor, minister/priest or other professional to get help for( list symptoms)?","0, No | 1, Yes | 9, Unknown",,,,,,[cagr2_a]  != 1,,,,dcagr062,,,
cagr22,agoraphobia,Agoraphobia,,,,markdown-message,"What kind of person/people did you get help from? \r\n\r\n _INTERVIEWER: Refer to Participant Card 13 (Professional/Treatment), record and code responses on the following screens._",,,,,,,[dcagr063] = '1',,,,,,,
dcagr064,agoraphobia,Agoraphobia,,dontKnow,,text,Specify (Professional/Treatment 1):,,PROFESSIONAL/TREATMENT,,,,,[dcagr063] = '1',,,,,,,
dcagr065,agoraphobia,Agoraphobia,,dontKnow,,text,Code (Professional/Treatment 1):,,CODE RESPONSE,number,,,,[dcagr063] = '1',,,,,,,
dcagr066,agoraphobia,Agoraphobia,,dontKnow,,text,Specify (Professional/Treatment 2):,,PROFESSIONAL/TREATMENT,,,,,[dcagr063] = '1',,,,,,,
dcagr067,agoraphobia,Agoraphobia,,dontKnow,,text,Code (Professional/Treatment 2):,,CODE RESPONSE,number,,,,[dcagr063] = '1',,,,,,,
dcagr068,agoraphobia,Agoraphobia,,dontKnow,,text,Specify (Professional/Treatment 3):,,PROFESSIONAL/TREATMENT,,,,,[dcagr063] = '1',,,,,,,
dcagr069,agoraphobia,Agoraphobia,,dontKnow,,text,Code (Professional/Treatment 3):,,CODE RESPONSE,number,,,,[dcagr063] = '1',,,,,,,
dcagr071,agoraphobia,Agoraphobia,,dontKnow,,text,"_INTERVIEWER: If you listed multiple people, ask this question. If not, **Skip**:_ \r\n\r\n Who did you get help from the first time? \r\n\r\n Specify (Professional/Treatment):",,PROFESSIONAL/TREATMENT,,,,,[dcagr063] = '1',,,,,,,
dcagr072,agoraphobia,Agoraphobia,,dontKnow,,text,Code (Professional/Treatment):,,CODE RESPONSE,number,,,,[dcagr063] = '1',,,,,,,
dcagr073,agoraphobia,Agoraphobia,,,,text,"How old were you the first time you got help? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcagr063] = '1',,,,,,,
dcagr074,agoraphobia,Agoraphobia,,autoAdvance,,radio,Are you getting help now?,"0, No | 1, Yes | 9, Unknown",,,,,,[dcagr063] = '1',,RH,,,,,
dcagr075,agoraphobia,Agoraphobia,,,,text,"If no, how old were you the last time you got help? \r\n\r\n _Code 998 if ""always"", 999 if ""unknown""._",,AGE,autocomplete,,,,[dcagr074] = '0',,,,,,,
dcagr076,agoraphobia,Agoraphobia,,,,notes,What did the professional say that you had (diagnoses given)? List:,,,,,,,[dcagr063] = '1',,LH,,,,,
cagr24,agoraphobia,Agoraphobia,,,1,checkbox,What kind of treatment(s) have you gotten? _(Check all that apply)_,"1, Out-patient (Going to see someone in an office) | 2, In-patient (Staying in a hospital) | 3, Other",,,,,,[dcagr063] = '1',,,,,,,
dcagr080,agoraphobia,Agoraphobia,,,,notes,Specify (Other treatment):,,,,,,,[cagr24] .includes(3),,LH,,,,,
dcagr081,agoraphobia,Agoraphobia,,autoAdvance,,radio,"Were you on medications? \r\n\r\n _INTERVIEWER: Refer to Participant Card 9 (Medications), record and code responses in the following screens._","0, No | 1, Yes | 9, Unknown",,,,,,[dcagr063] = '1',,RH,,,,,
dcagr082,agoraphobia,Agoraphobia,,dontKnow,,text,Specify (Medication 1):,,MEDICATION,,,,,[dcagr081] = '1',,,,,,,
dcagr083,agoraphobia,Agoraphobia,,dontKnow,,text,Code (Medication 1):,,CODE RESPONSE,number,,,,[dcagr081] = '1',,,,,,,
dcagr084,agoraphobia,Agoraphobia,,dontKnow,,text,Specify (Medication 2):,,MEDICATION,,,,,[dcagr081] = '1',,,,,,,
dcagr085,agoraphobia,Agoraphobia,,dontKnow,,text,Code (Medication 2):,,CODE RESPONSE,number,,,,[dcagr081] = '1',,,,,,,
dcagr086,agoraphobia,Agoraphobia,,dontKnow,,text,Specify (Medication 3):,,MEDICATION,,,,,[dcagr081] = '1',,,,,,,
dcagr087,agoraphobia,Agoraphobia,,dontKnow,,text,Code (Medication 3):,,CODE RESPONSE,number,,,,[dcagr081] = '1',,,,,,,
dcagr088,agoraphobia,Agoraphobia,,dontKnow,,text,Specify (Medication 4):,,MEDICATION,,,,,[dcagr081] = '1',,,,,,,
dcagr089,agoraphobia,Agoraphobia,,dontKnow,,text,Code (Medication 4):,,CODE RESPONSE,number,,,,[dcagr081] = '1',,,,,,,
cagr_end,agoraphobia,Agoraphobia,,,,markdown-message,_INTERVIEWER: END of **Agoraphobia** section_,,,,,,,,,,,,,,
